"prop.corr" "prop.mean" "prop.sd" "prop.lm.coef" "prop.lm.pvalue" "prop.cos"
"1" 0.559291458102151 0.502901541094212 0.633941418310492 0.269072752842799 5.43974281296004e-22 0.754035621942168
"2" 0.625535167250858 0.422522646532197 0.512979647404314 0.262630290824315 1.60857044718641e-25 0.791841181194264
"3" 0.581484365967694 0.387791148787703 0.479694594576153 0.243175246325497 2.53898557481173e-22 0.757901297746448
"4" 0.588718581999734 0.469105149668195 0.550817475468884 0.244508486756714 8.55494173505785e-24 0.774264223211138
"5" 0.600606221200273 0.490365766718035 0.636568092209957 0.279169308612075 4.28611044300716e-24 0.777440251134661
"6" 0.581475530694285 0.480699819889153 0.624018476265822 0.268355115953744 4.12921132860811e-23 0.766832482362131
"7" 0.55185912365879 0.440239888743907 0.565452747237554 0.250495674139461 3.16094192164959e-21 0.744826748443254
"8" 0.586194748067748 0.464458643044782 0.539448181641303 0.266790525307223 2.75928628757037e-23 0.768762309729504
"9" 0.605196035559775 0.440693432203103 0.531565229590087 0.264418202356307 2.10419364959079e-24 0.780655962221415
"10" 0.61215448885515 0.444914190262832 0.52966031444404 0.260104652149902 7.10913917012119e-25 0.785458447124983
"11" 0.57038621754771 0.458371063687897 0.58626222120193 0.255612166809272 2.66395264134466e-22 0.757659661252295
"12" 0.597706634634083 0.454513523007957 0.558098517815751 0.272007216013761 9.08815783958502e-24 0.773983888292475
"13" 0.579987153576852 0.438654250626857 0.567426320203787 0.255080719498883 6.48279489772797e-23 0.76465084868578
"14" 0.562850248221736 0.462716546210986 0.629162279843079 0.277544053748491 1.16333069455364e-21 0.750106674668862
"15" 0.598704276654855 0.42825781343662 0.523044424658653 0.266738313296534 1.28746687342095e-23 0.772361195469892
"16" 0.60924447251687 0.456016788647725 0.577222524290912 0.269999374945686 1.97076212037047e-24 0.780949375674779
"17" 0.588901451555511 0.488549349514911 0.648634665664123 0.276089548684968 1.67516919671466e-23 0.771125810423218
"18" 0.58098760197878 0.433823669256304 0.542028146988453 0.250283024215556 1.17196954274836e-22 0.761750771013211
"19" 0.578303902466759 0.45840484012793 0.553752884598151 0.259604891925474 7.23849634200191e-23 0.764113943091886
"20" 0.607991732784168 0.424163682651616 0.546442977975747 0.259725701296378 4.78326412365074e-24 0.776939395309835
"21" 0.532503791829267 0.503103530324593 0.652312849216845 0.259517369014373 1.13076624483511e-20 0.737900843879226
"22" 0.587091281966622 0.456949166117815 0.576468202801005 0.264929450138265 5.1909867347741e-23 0.76572863821794
"23" 0.592766638736535 0.427028304284104 0.517437234415875 0.253476877051534 2.13283999855521e-23 0.76998541131837
"24" 0.573960804194011 0.435183253108936 0.559122436856509 0.261953582646188 2.31581318669418e-22 0.758363218601859
"25" 0.566361523529342 0.434862678826203 0.516601562817582 0.236122176890168 4.34910963104212e-22 0.755178292883183
"26" 0.597215858732812 0.425681899283375 0.539011609814276 0.254137402777043 1.04068036644449e-23 0.77335424256984
"27" 0.651060260292935 0.409132660109467 0.488556941158968 0.255065846759457 4.89453510416786e-27 0.806009295582919
"28" 0.617049998252954 0.423194065051764 0.531124080622664 0.275769783798057 9.8858804798468e-25 0.784012054407924
"29" 0.59831290814812 0.421405257375393 0.526280819225054 0.260094873649566 1.35102385877153e-23 0.772135634702612
"30" 0.584088516867603 0.430780852163328 0.577834737556412 0.274297996067779 7.04664344665218e-23 0.764244876092991
"31" 0.593522529159911 0.450542821400595 0.564022622120749 0.266592647132055 1.6929231357723e-23 0.771076172343904
"32" 0.597644581738856 0.4549642891585 0.54070472036312 0.263583571997976 9.91927157239197e-24 0.773577451162918
"33" 0.577436227350028 0.442937581447188 0.579819846503027 0.268176296005944 1.72683809505013e-22 0.759829747190552
"34" 0.579280381897652 0.412458229444153 0.511816456350689 0.258104960555213 2.0062117709521e-22 0.759081689093496
"35" 0.550061176734413 0.469608082838025 0.633947319150196 0.269871734031775 3.43068635328462e-21 0.744388368076785
"36" 0.593530700322275 0.459841031526999 0.573443248186424 0.252067703669387 9.83653177178182e-24 0.773616392381788
"37" 0.627777358603778 0.413356159652149 0.458998940163674 0.248061434626983 1.12559653530613e-25 0.793342229598165
"38" 0.587579698460142 0.398353479208878 0.496784152567613 0.256849662448581 7.90536225585945e-23 0.763683789054321
"39" 0.585200405226428 0.413361688243696 0.504571834506346 0.250026690675371 6.01401119161941e-23 0.765015527986232
"40" 0.554081099072945 0.468059303166709 0.577437983836664 0.245067460616068 1.04727007134538e-21 0.750654291305422
"41" 0.597382736590994 0.423904673404192 0.516973824955907 0.255685608243448 1.14353465820055e-23 0.772915044732375
"42" 0.571715599411783 0.417317832862386 0.539831625683164 0.249452267384805 2.67962440679063e-22 0.757630142083356
"43" 0.620268020740045 0.393122531867562 0.453463936659001 0.259381647745361 9.96736888183473e-25 0.783975901561384
"44" 0.582611724547826 0.476252739532704 0.586289031646654 0.25766301616669 3.8301683481179e-23 0.767193795960225
"45" 0.597987892525588 0.415823292816635 0.522106085879018 0.260756767869752 2.31573099395367e-23 0.769595476464178
"46" 0.631915548134141 0.387753983926789 0.475301118390319 0.260958147385474 1.48487363749397e-25 0.792178664440038
"47" 0.571969316100235 0.429179392423187 0.598065683230615 0.264448590623803 3.66797930579156e-22 0.756043932484935
"48" 0.612082169356963 0.45484574654799 0.563121049046216 0.269836466935581 8.81562733639235e-25 0.784515946381878
"49" 0.561633630154133 0.435651521420554 0.591978779150322 0.264832606324875 1.35412780492675e-21 0.749312856815909
"50" 0.594190332095283 0.45515346521858 0.583113106282943 0.272817832313787 1.35707534031156e-23 0.772114701204835
"51" 0.579758049624714 0.448962810067827 0.576256719402319 0.265108602863033 8.64554955538736e-23 0.76324598399271
"52" 0.624370958990382 0.419417297263857 0.544666231131502 0.285197628728089 3.98780102411182e-25 0.787967860137133
"53" 0.548694419397811 0.451501607671185 0.602421317634387 0.256536438075226 5.81432017249856e-21 0.741542649226617
"54" 0.585100963098568 0.457163364971366 0.600810898033258 0.271090608190314 5.23711834904752e-23 0.765685837960001
